observation_date;TEDRATE;Ted_lag;Ted_diff;R_BAB;BAB_lagged;R_BAB_SD;BAB_SD_lagged;BS;BS_SD;MarketReturn
2013-10-23;20;20;0;0.00642110897559574;0;0.00633121036417099;0;0.880432702474102;0.822190142804401;-0.002270166
2013-10-24;21;20;1;0.000836976188875148;0.00642110897559574;0.000997177200998539;0.00633121036417099;0.87449248297866;0.816824391924949;0.00579776
2013-10-25;20;21;-1;0.0063212458441912;0.000836976188875148;0.00638004487987395;0.000997177200998539;0.874106367038573;0.816376164146706;0.001215274
2013-10-28;20;20;0;0.00279910057940201;0.0063212458441912;0.00296077788433165;0.00638004487987395;0.874189174652461;0.816606002709141;0.000668409
2013-10-29;20;20;0;0.0034428734906848;0.00279910057940201;0.0037082583415129;0.00296077788433165;0.873252640106364;0.815697450274493;0.007269732
2013-10-30;20;20;0;-0.000495399942434131;0.0034428734906848;-0.000907830860242905;0.0037082583415129;0.8719744640834;0.814439147874048;0.000475998
2013-10-31;20;20;0;0.00584043386698317;-0.000495399942434131;0.0065761146167869;-0.000907830860242905;0.870067291959401;0.812625755312431;-0.006827521
2013-11-01;20;20;0;0.00186146722975378;0.00584043386698317;0.0020481149105981;0.0065761146167869;0.87218662284625;0.814793345992702;0.000493372
2013-11-04;19;20;-1;0.000910685468080378;0.00186146722975378;-0.000595776233504428;0.0020481149105981;0.860269418271747;0.867792982695815;0.004286743
2013-11-05;19;19;0;0.00439599069013186;0.000910685468080378;0.00457719303692045;-0.000595776233504428;0.850887000490161;0.858671854236937;-0.00247957
2013-11-06;19;19;0;-0.000544177566821574;0.00439599069013186;0.000918742424256616;0.00457719303692045;0.853886218727541;0.862114107868978;0.000169528
2013-11-07;19;19;0;0.00657379779285157;-0.000544177566821574;0.00749911275766062;0.000918742424256616;0.857866721512226;0.866527530372376;-0.006596185
2013-11-08;18;19;-1;-0.00074562318438336;0.00657379779285157;-0.000202908054409433;0.00749911275766062;0.859470933342453;0.868060068698361;0.001671302
2013-11-11;0;18;-18;-0.000182769404069051;-0.00074562318438336;-0.000556656512176226;-0.000202908054409433;0.860476986825865;0.868759921105199;0.002973772
2013-11-12;16;0;16;0.00501855300028018;-0.000182769404069051;0.00594772239330714;-0.000556656512176226;0.859448395246483;0.868241272003854;-0.000233268
2013-11-13;16;16;0;0.00562734667375452;0.00501855300028018;0.00551832112123019;0.00594772239330714;0.860735496536828;0.86949023069329;-0.01277336
2013-11-14;16;16;0;0.000719637196126824;0.00562734667375452;0.000792329868720747;0.00551832112123019;0.870940653609833;0.879288135693083;0.005450354
2013-11-15;16;16;0;-0.00234508407436061;0.000719637196126824;-0.0026546122299905;0.000792329868720747;0.863048579253515;0.871310238007063;0.004097051
2013-11-18;15;16;-1;0.00112202015505703;-0.00234508407436061;0.00093687015719068;-0.0026546122299905;0.863964306350501;0.872231053303657;0.004484876
2013-11-19;16;15;1;0.000709908249761262;0.00112202015505703;0.00157582976004753;0.00093687015719068;0.867247115141923;0.875484297860143;-0.003786129
2013-11-20;16;16;0;-0.00830256552551636;0.000709908249761262;-0.00814223253208026;0.00157582976004753;0.868533848225418;0.876538033498488;-0.001424168
2013-11-21;17;16;1;0.00107723289333368;-0.00830256552551636;0.00177483999381905;-0.00814223253208026;0.869095542562856;0.877015810948225;3.69908E-05
2013-11-22;17;17;0;0.0033529538060312;0.00107723289333368;0.00392340816802349;0.00177483999381905;0.871047711459801;0.879131612000557;-0.001052143
2013-11-25;16;17;-1;0.00412710703042601;0.0033529538060312;0.00494008499136775;0.00392340816802349;0.872321526336072;0.880458223683298;0.003044553
2013-11-26;17;16;1;-0.00885354430380628;0.00412710703042601;-0.00784998334058874;0.00494008499136775;0.870605368969464;0.878669677827622;-0.008722421
2013-11-27;17;17;0;-0.00278031531535513;-0.00885354430380628;-0.00250080899797628;-0.00784998334058874;0.87102280688726;0.879093995948297;0.002048243
2013-11-28;0;17;-17;-0.00212632425528162;-0.00278031531535513;-0.00194467987736798;-0.00250080899797628;0.871203545318737;0.879305743839494;0.000751552
2013-11-29;18;0;18;0.00763287199149522;-0.00212632425528162;0.00858106721261568;-0.00194467987736798;0.871689188789203;0.880020852186181;-0.000585935
2013-12-02;19;18;1;-0.00273212611827575;0.00763287199149522;-0.00279347078773476;0.00858106721261568;0.869314812101967;0.877601662199014;-0.008304931
2013-12-03;18;19;-1;0.00406211388676056;-0.00273212611827575;0.00523545841679455;-0.00279347078773476;0.864419609548528;0.844528394293864;-0.009538123
2013-12-04;18;18;0;-0.00262379757394182;0.00406211388676056;-0.00267834273222466;0.00523545841679455;0.866882460136658;0.847057918426647;-0.002837291
2013-12-05;18;18;0;-0.00603841000336476;-0.00262379757394182;-0.00654758356435892;-0.00267834273222466;0.870437718873312;0.849128150693931;-0.001789418
2013-12-06;18;18;0;-0.0046437139972984;-0.00603841000336476;-0.00540526358025961;-0.00654758356435892;0.869587458477673;0.848029367304139;0.008257902
2013-12-09;17;18;-1;0.000192709879265371;-0.0046437139972984;-0.00166172875802888;-0.00540526358025961;0.874686098633041;0.853134274831658;0.001143412
2013-12-10;17;17;0;-0.00334035397124432;0.000192709879265371;-0.00438099496928083;-0.00166172875802888;0.878748976627906;0.857597069825723;-0.005513906
2013-12-11;17;17;0;0.00385768154361838;-0.00334035397124432;0.00406285180868493;-0.00438099496928083;0.882492275807489;0.861733706386428;-0.002374702
2013-12-12;17;17;0;0.00379028761952795;0.00385768154361838;0.00375151056454738;0.00406285180868493;0.883139099300935;0.86265613822487;-0.00959943
