observation_date;TEDRATE;Ted_lag;Ted_diff;R_BAB;BAB_lagged;R_BAB_SD;BAB_SD_lagged;BS;BS_SD;MarketReturn
2015-03-11;24;25;-1;0.001463763588069;-0.00341652822488977;0.0014713613580722;-0.00320028023925162;0.53123075341227;0.532970385924805;0.00312944865022979
2015-03-12;24;24;0;0.00391653371472193;0.001463763588069;0.00400028936596982;0.0014713613580722;0.53072805488627;0.532485288170039;0.014291729423656
2015-03-13;24;24;0;-0.00309136506320963;0.00391653371472193;-0.00341555559608106;0.00400028936596982;0.531666735480405;0.53344906672557;0.0138557947550286
2015-03-16;22;24;-2;-0.00435407113735293;-0.00309136506320963;-0.00426627255620802;-0.00341555559608106;0.534536083553182;0.53640242290448;-0.000425323762725638
2015-03-17;22;22;0;0.00135696794196337;-0.00435407113735293;0.00130708417331533;-0.00426627255620802;0.533811659113159;0.535730059309757;0.0099210346468821
2015-03-18;24;22;2;-0.00177003901504352;0.00135696794196337;-0.00184835687607134;0.00130708417331533;0.535954350958528;0.537898335897941;0.00555373113471225
2015-03-19;23;24;-1;0.00357541979812846;-0.00177003901504352;0.0035734368854993;-0.00184835687607134;0.534323740543583;0.53627200457253;-0.00347531891253761
2015-03-20;26;23;3;0.00273265706677457;0.00357541979812846;0.00272534684933847;0.0035734368854993;0.533307068556971;0.535265026909093;0.00429558476223169
2015-03-23;24;26;-2;0.00129106741105746;0.00273265706677457;0.00163391031126706;0.00272534684933847;0.532716216087356;0.534676535074931;0.0099253110880837
2015-03-24;25;24;1;0.00478800374989163;0.00129106741105746;0.00480789250003932;0.00163391031126706;0.530558660792794;0.532388312045838;-0.00207101181559499
2015-03-25;23;25;-2;0.00172070177983622;0.00478800374989163;0.0015240997736426;0.00480789250003932;0.531411975332852;0.533207121218246;0.00170123736687455
2015-03-26;24;23;1;0.00330230149101154;0.00172070177983622;0.00345791686172811;0.0015240997736426;0.527448057427404;0.529152416111656;-0.0139261791122788
2015-03-27;24;24;0;-0.0029451326252186;0.00330230149101154;-0.0027130807005136;0.00345791686172811;0.530120485532998;0.531885747687503;-0.00375154178324122
2015-03-30;23;24;-1;-0.00261378964250202;-0.0029451326252186;-0.00262706920284275;-0.0027130807005136;0.52525198031773;0.527064000053517;0.00652148877982595
2015-03-31;24;23;1;-0.00944407818862222;-0.00261378964250202;-0.0096534929950897;-0.00262706920284275;0.525804319044005;0.527620561710453;-0.0105303645217134
2015-04-01;24;24;0;-0.00463248458074856;-0.00944407818862222;-0.0045070878253348;-0.0096534929950897;0.522527097634943;0.524262635978118;-0.0089627704629599
2015-04-02;25;24;1;0.00458651373874454;-0.00463248458074856;0.00548865034432384;-0.0045070878253348;0.537330914017466;0.538164838070631;0.0146021953298083
2015-04-03;0;25;-25;0.00118764584139354;0.00458651373874454;0.00142912615499333;0.00548865034432384;0.536627470463888;0.537226166545021;0.00633195229311756
2015-04-06;0;0;0;0.00407615708178103;0.00118764584139354;0.00442528939976786;0.00142912615499333;0.529865321770493;0.530383396486035;-0.00190899485307749
2015-04-07;25;0;25;0.00286870208790053;0.00407615708178103;0.00282320710916974;0.00442528939976786;0.529937563537325;0.530415614045503;0.0125042369843666
2015-04-08;24;25;-1;0.00810445717022584;0.00286870208790053;0.00850261539855277;0.00282320710916974;0.528140016225714;0.528705174210871;0.00760009582609977
2015-04-09;25;24;1;0.00389539070060337;0.00810445717022584;0.0040480694650656;0.00850261539855277;0.526670285767655;0.527099770716721;0.00747420561621159
2015-04-10;26;25;1;0.000404635464899677;0.00389539070060337;0.000672834529781792;0.0040480694650656;0.525154722193052;0.525662575355562;-0.00147962051288986
2015-04-13;25;26;-1;-0.0023170357987958;0.000404635464899677;-0.00262331803235387;0.000672834529781792;0.522889219888974;0.523543401309259;-0.000108847135896206
2015-04-14;26;25;1;0.00678642755534107;-0.0023170357987958;0.00722192197816491;-0.00262331803235387;0.522193631969703;0.522839431861443;0.000161762416791555
2015-04-15;25;26;-1;-0.000564155826145075;0.00678642755534107;-0.000854664546098632;0.00722192197816491;0.521128926913124;0.521745254921594;-0.00195507597535094
2015-04-16;26;25;1;-0.00214828732053258;-0.000564155826145075;-0.0030634963925444;-0.000854664546098632;0.520823145177837;0.521365523708623;0.000805848859173564
2015-04-17;27;26;1;0.00348266775566271;-0.00214828732053258;0.00320560142588749;-0.0030634963925444;0.518509646715068;0.519794298657429;-0.0117113826492302
2015-04-20;25;27;-2;0.00146104974347651;0.00348266775566271;0.00195023573743345;0.00320560142588749;0.520989447991806;0.522167299929317;-0.000935647767772552
2015-04-21;25;25;0;0.00895963823151174;0.00146104974347651;0.00869130845378339;0.00195023573743345;0.520226131139355;0.521436878912057;0.0139856317136464
2015-04-22;25;25;0;-0.00259243014810811;0.00895963823151174;-0.0027341674150236;0.00869130845378339;0.519224658516488;0.520402478337571;0.0112918051596527
2015-04-23;25;25;0;0.00183543846584114;-0.00259243014810811;0.00109525789440183;-0.0027341674150236;0.512805163286631;0.513704149724684;0.00266947405125051
2015-04-24;25;25;0;0.00162161677112267;0.00183543846584114;0.00191610365186959;0.00109525789440183;0.511479267370825;0.512285054061308;-0.00830275947210113
2015-04-27;26;25;1;0.00349031245286823;0.00162161677112267;0.00311095668532082;0.00191610365186959;0.51208459277002;0.51275041581053;-0.00183427958332172
2015-04-28;26;26;0;-0.00246319084727489;0.00349031245286823;-0.00221489565585119;0.00311095668532082;0.510886141449838;0.511255562141401;0.00378474898844794
2015-04-29;27;26;1;-1.2106573758531E-06;-0.00246319084727489;-1.29763968608443E-06;-0.00221489565585119;0.512866098180891;0.513815327943423;0
2015-04-30;27;27;0;-0.010805293563967;-1.2106573758531E-06;-0.0115100798537669;-1.29763968608443E-06;0.513333449899609;0.514319381206651;-0.026867857577942
2015-05-01;27;27;0;-0.00195406211481919;-0.010805293563967;-0.00151157926331882;-0.0115100798537669;0.510421275355406;0.51181565216648;0.000595158227016279
2015-05-04;0;27;-27;-8.49624112028984E-07;-0.00195406211481919;-8.79043003115491E-07;-0.00151157926331882;0.498667220644741;0.497970573266138;0
2015-05-05;27;0;27;-6.45628358649108E-07;-8.49624112028984E-07;-6.65746935817198E-07;-8.79043003115491E-07;0.498269943968071;0.497507396394991;0
2015-05-06;26;27;-1;-6.46554548150993E-07;-6.45628358649108E-07;-6.66702727572055E-07;-6.65746935817198E-07;0.499072190231016;0.49829469405433;0
2015-05-07;27;26;1;-0.00449559609544051;-6.46554548150993E-07;-0.00458248821162096;-6.66702727572055E-07;0.499436897957665;0.498615962463545;-0.012269349195701
2015-05-08;27;27;0;-0.00396511371903835;-0.00449559609544051;-0.00377121231938668;-0.00458248821162096;0.495397095006855;0.494515369057047;0.00452011957077403
2015-05-11;26;27;-1;0.00250644788183851;-0.00396511371903835;0.00242741783829816;-0.00377121231938668;0.494919455454653;0.49398555600491;0.012473147794331
2015-05-12;25;26;-1;-0.00677773553061753;0.00250644788183851;-0.00705949674323306;0.00242741783829816;0.505216528536743;0.504526335999986;0.000200232916984122
2015-05-13;25;25;0;0.000913199516947908;-0.00677773553061753;0.000736695631585531;-0.00705949674323306;0.505846525141752;0.505207504379241;0.00712782793873257
2015-05-14;27;25;2;-0.0113481809786564;0.000913199516947908;-0.0117005782455904;0.000736695631585531;0.506215646425158;0.505591508027937;-0.00983975308060092
2015-05-15;26;27;-1;0.0123725532784059;-0.0113481809786564;0.011900193776586;-0.0117005782455904;0.506132668506046;0.505491576190917;0.00831255396054442
2015-05-18;26;26;0;0.00414122809627586;0.0123725532784059;0.00355731147026353;0.011900193776586;0.503846784266746;0.503188022298566;0.00797411610805665
2015-05-19;26;26;0;-0.000285514085936624;0.00414122809627586;-0.000503375678558972;0.00355731147026353;0.500546326931305;0.500046513189227;0.00684299230481544
2015-05-20;26;26;0;0.00606042305932234;-0.000285514085936624;0.00638750576189147;-0.000503375678558972;0.500331958679075;0.49983257726147;0.00849771175262859
2015-05-21;26;26;0;9.75631837666507E-06;0.00606042305932234;-0.000572676736892006;0.00638750576189147;0.499566505047889;0.499072234460448;0.00031251138494004
2015-05-22;26;26;0;-0.000543033003356783;9.75631837666507E-06;-0.000103865646208311;-0.000572676736892006;0.500124958184575;0.499563270527813;0.00304595054974799
2015-05-25;0;26;-26;-4.35988547998313E-05;-0.000543033003356783;-0.000199750558117495;-0.000103865646208311;0.499594454100245;0.49938911736133;0.00737056212278597
2015-05-26;27;0;27;-0.00185651427275432;-4.35988547998313E-05;-0.00194556329564824;-0.000199750558117495;0.499465653295945;0.499407544997636;0.0011613495463727
2015-05-27;27;27;0;-0.00313482014750247;-0.00185651427275432;-0.00300125981302356;-0.00194556329564824;0.49876297736871;0.49872738892382;0.00171754338448538
2015-05-28;27;27;0;0.00158818262391404;-0.00313482014750247;0.00202438988626499;-0.00300125981302356;0.499163860794271;0.499170135411786;0.00385290063901778
2015-05-29;27;27;0;0.00135297193238124;0.00158818262391404;0.00157107066640122;0.00202438988626499;0.497936872514717;0.497942210800639;0.000569886663174035
2015-06-01;26;27;-1;0.000762655265593845;0.00135297193238124;0.000619143029018191;0.00157107066640122;0.496591983770936;0.496579238802351;0.000326636465104002
2015-06-02;27;26;1;-0.00114908798827824;0.000762655265593845;-0.00156095858119402;0.000619143029018191;0.492984637753316;0.491807944939485;-0.00129693045571422
2015-06-03;26;27;-1;-0.00105387034380591;-0.00114908798827824;-0.000939370937262345;-0.00156095858119402;0.492221576309668;0.491069989479008;-0.00339177647003541
2015-06-04;26;26;0;-0.00488802225678037;-0.00105387034380591;-0.00440644363095273;-0.000939370937262345;0.491016781295811;0.490014360708697;0.000717130449490844
2015-06-05;25;26;-1;0.00137562241088981;-0.00488802225678037;0.00170493473385319;-0.00440644363095273;0.490244024882223;0.489139924283756;-0.00133208307084853
2015-06-08;26;25;1;-0.00406439788783204;0.00137562241088981;-0.00400815695823133;0.00170493473385319;0.489831449541052;0.488784834975338;-0.000181455091679328
2015-06-09;27;26;1;-8.87993135263755E-05;-0.00406439788783204;-0.00024723865777599;-0.00400815695823133;0.490378218393577;0.489335759217642;-0.0176412958508868
2015-06-10;27;27;0;4.52950926604192E-05;-8.87993135263755E-05;-5.76804430565082E-05;-0.00024723865777599;0.491942433069954;0.490864632453726;-0.00248501784154131
2015-06-11;28;27;1;0.00818807703740522;4.52950926604192E-05;0.00807033562301611;-5.76804430565082E-05;0.490346251844907;0.489269967626905;0.0167915806714813
2015-06-12;27;28;-1;-0.00353010708801301;0.00818807703740522;-0.00272952802169262;0.00807033562301611;0.489722898676542;0.488667311382428;0.00118297417989943
2015-06-15;26;27;-1;0.00236270902073826;-0.00353010708801301;0.00231619572157367;-0.00272952802169262;0.487424066348815;0.486341303129397;-0.000945393439803044
2015-06-16;28;26;2;0.00187762375012756;0.00236270902073826;0.00166852583430437;0.00231619572157367;0.487011452623777;0.485968030288318;-0.00636906823405703
2015-06-17;28;28;0;-0.000350257790506863;0.00187762375012756;-0.000445825528524649;0.00166852583430437;0.486439454216673;0.485336883994642;-0.00190903922910668
2015-06-18;27;28;-1;-1.93850520145231E-05;-0.000350257790506863;0.000268991120306917;-0.000445825528524649;0.48712643900983;0.486057400898223;-0.0112594678853934
2015-06-19;27;27;0;0.00259111055612966;-1.93850520145231E-05;0.00234444172036557;0.000268991120306917;0.488327251822894;0.48726947486432;0.00917531872017596
2015-06-22;27;27;0;0.00503509566506597;0.00259111055612966;0.0051064581176935;0.00234444172036557;0.487443042290329;0.486407983321817;0.0127018223611899
2015-06-23;27;27;0;0.00173742673367065;0.00503509566506597;0.0014977209001815;0.0051064581176935;0.487494651052945;0.486319295836127;0.0186746675468428
2015-06-24;27;27;0;0.00235060423842219;0.00173742673367065;0.00269531094568282;0.0014977209001815;0.487233658287668;0.486102294622321;0.00284737653124734
2015-06-25;27;27;0;-0.00210341781499825;0.00235060423842219;-0.00241115594020077;0.00269531094568282;0.486750935756377;0.485643432824127;-0.0044845224788872
2015-06-26;27;27;0;-0.000894648671976771;-0.00210341781499825;-0.00056561854912762;-0.00241115594020077;0.487147198518941;0.486034188152172;-0.00219420928871106
2015-06-29;26;27;-1;-0.00456707324378142;-0.000894648671976771;-0.0047446015745111;-0.00056561854912762;0.487366842287292;0.486281467431954;-0.0279613381485915
2015-06-30;27;26;1;0.00717910540311118;-0.00456707324378142;0.00737750182953489;-0.0047446015745111;0.491465906228467;0.490285072986227;0.00626903176686811
2015-07-01;27;27;0;0.0037369069093996;0.00717910540311118;0.00379833944601054;0.00737750182953489;0.490764944130164;0.489652067751539;0.00462488162346864
2015-07-02;27;27;0;0.00359965550425616;0.0037369069093996;0.00228726697509903;0.00379833944601054;0.481829469541534;0.483863769773959;0.00950240202459907
2015-07-03;0;27;-27;0.00231404452414473;0.00359965550425616;0.00292819075217978;0.00228726697509903;0.48033052135398;0.482686610391009;0.000842534917443238
2015-07-06;26;0;26;0.00575322798321422;0.00231404452414473;0.00580614174585046;0.00292819075217978;0.478185610310808;0.4806883210644;-0.0208216572520147
2015-07-07;26;26;0;0.0112570406100938;0.00575322798321422;0.0111429099108504;0.00580614174585046;0.48354168493316;0.486343825781382;0.0131497642366467
2015-07-08;26;26;0;-0.00223484395843869;0.0112570406100938;-0.00187349409356397;0.0111429099108504;0.483395879827909;0.486151964906052;-0.0313570213970068
2015-07-09;26;26;0;-0.00501919086600768;-0.00223484395843869;-0.00572052251160636;-0.00187349409356397;0.489767920945694;0.492911407940543;0.00597118732335034
2015-07-10;28;26;2;0.00562314568303644;-0.00501919086600768;0.00512079669617089;-0.00572052251160636;0.488305643265866;0.491444300700345;-0.00381106171348511
2015-07-13;27;28;-1;0.015813586305883;0.00562314568303644;0.0153588443467015;0.00512079669617089;0.488499228519193;0.491787440148117;0.0156693289053877
2015-07-14;28;27;1;0.00154749814638759;0.015813586305883;0.00233675840272483;0.0153588443467015;0.4853047333347;0.488721276208402;0.014712085173783
2015-07-15;27;28;-1;0.0119283102392276;0.00154749814638759;0.0124715857468608;0.00233675840272483;0.485576309982492;0.488887234193712;0.00382633716110226
2015-07-16;27;27;0;0.00864554165215791;0.0119283102392276;0.00614010949683841;0.0124715857468608;0.483349324511693;0.486543570616956;0.006684720371116
2015-07-17;26;27;-1;0.00131463706929944;0.00864554165215791;0.00205278345788324;0.00614010949683841;0.483340011158602;0.486587206861769;0.002466091245376
2015-07-20;26;26;0;-8.60551432280987E-07;0.00131463706929944;-1.95187646826029E-07;0.00205278345788324;0.485042689070235;0.487969214644856;0
2015-07-21;26;26;0;0.00897180610476301;-8.60551432280987E-07;0.00944589270494421;-1.95187646826029E-07;0.485829812506717;0.488742006175096;0.009251349474513
2015-07-22;25;26;-1;0.00343284398720492;0.00897180610476301;0.00265313995553294;0.00944589270494421;0.484080788998696;0.487256393912773;-0.0119133109644992
2015-07-23;27;25;2;0.00856119859579813;0.00343284398720492;0.00676426873350629;0.00265313995553294;0.486925818903467;0.490440386787118;0.00438389912223891
2015-07-24;25;27;-2;-0.00024151433728546;0.00856119859579813;-0.000752115946611303;0.00676426873350629;0.487422737915292;0.490870921907118;-0.00674042335902869
2015-07-27;24;25;-1;-0.00148211609262894;-0.00024151433728546;-0.00151679584972429;-0.000752115946611303;0.48310845124707;0.486264868616903;-0.00946384444213488
2015-07-28;25;24;1;0.00308806949337314;-0.00148211609262894;0.00369261170521007;-0.00151679584972429;0.479900803559864;0.483795838910818;-0.00104231349241546
2015-07-29;24;25;-1;0.0140088963703676;0.00308806949337314;0.0118578771386843;0.00369261170521007;0.480154622134277;0.484094159262776;-0.00122597137522507
2015-07-30;23;24;-1;-0.00858949076157019;0.0140088963703676;-0.00856887806162381;0.0118578771386843;0.482360285154547;0.4861501143191;0.01083198006844
2015-07-31;23;23;0;0.00587729909973125;-0.00858949076157019;0.00670934679592575;-0.00856887806162381;0.483621973374045;0.487464417573657;0.00304105789168641
2015-08-03;22;23;-1;0.0119399959875447;0.00587729909973125;0.0108632378519342;0.00670934679592575;0.481451675378998;0.485302339268877;-0.0018038552047096
