observation_date;TEDRATE;Ted_lag;Ted_diff;R_BAB;BAB_lagged;R_BAB_SD;BAB_SD_lagged;BS;BS_SD;MarketReturn
2013-12-25;0;18;-18;0.0017440381728495;0.000871398857363094;0.00196141826948488;0.00141840392514512;0.821716361294054;0.822869672128091;0
2013-12-26;0;0;0;-2.17791314665209E-06;0.0017440381728495;-2.19364540849058E-06;0.00196141826948488;0.821012461709233;0.822047605050708;0.003297782
2013-12-27;18;0;18;-0.000116818510245473;-2.17791314665209E-06;-0.000181990101849337;-2.19364540849058E-06;0.81955248839084;0.820573008200416;-0.002884144
2013-12-30;18;18;0;0.00478054646700956;-0.000116818510245473;0.00539329440658549;-0.000181990101849337;0.82298608421104;0.824060313879423;-0.000999552
2013-12-31;18;18;0;-0.000574294756462994;0.00478054646700956;-0.000359900879919002;0.00539329440658549;0.825833712496182;0.826894605772932;0.006138102
2014-01-01;0;18;-18;0.00115686183439455;-0.000574294756462994;0.000881216441076582;-0.000359900879919002;0.825254705806007;0.826312817466546;0
2014-01-02;17;0;17;-2.52063362163601E-06;0.00115686183439455;-2.53680471604709E-06;0.000881216441076582;0.826360339435692;0.827421481848874;-0.007690227
2014-01-03;17;17;0;-0.00924830310195413;-2.52063362163601E-06;-0.00938690630332024;-2.53680471604709E-06;0.817185226803789;0.816938496139043;-0.006968352
2014-01-06;19;17;2;0.000819260223704645;-0.00924830310195413;0.00066399835469459;-0.00938690630332024;0.815622044826873;0.815229068435407;-0.003325612
2014-01-07;20;19;1;0.00498756822380607;0.000819260223704645;0.00510325254925905;0.00066399835469459;0.814692352711539;0.814035178148778;0.008771976
2014-01-08;19;20;-1;0.00991658208530142;0.00498756822380607;0.00968971643662373;0.00510325254925905;0.814327325628968;0.813812862261601;0.002735608
2014-01-09;20;19;1;-0.0133997787333671;0.00991658208530142;-0.00988321917012514;0.00968971643662373;0.815125539031035;0.814833004248182;-0.004193356
2014-01-10;19;20;-1;0.00653374749218691;-0.0133997787333671;0.00592668032936494;-0.00988321917012514;0.815926405002487;0.814687953120656;0.003518293
2014-01-13;21;19;2;0.00094005707825391;0.00653374749218691;0.00217197595226239;0.00592668032936494;0.811952496790905;0.813221970640912;-0.014664819
2014-01-14;20;21;-1;-0.0080114460703914;0.00094005707825391;-0.00899203697123412;0.00217197595226239;0.811744570170487;0.812917620402129;0.019315605
2014-01-15;20;20;0;-6.5608969205648E-06;-0.0080114460703914;0.00240846350577892;-0.00899203697123412;0.817024697926764;0.818670960789923;0.008172556
2014-01-16;20;20;0;0.00523995655591815;-6.5608969205648E-06;0.00399200986345421;0.00240846350577892;0.826031598071943;0.827025501615087;0.000399805
2014-01-17;19;20;-1;0.00580952356538519;0.00523995655591815;0.00509625985410576;0.00399200986345421;0.827345045738267;0.828434741099637;-0.005548923
2014-01-20;0;19;-19;-0.00425884434518702;0.00580952356538519;-0.0042016726261936;0.00509625985410576;0.829570508947276;0.830601041879936;0
2014-01-21;20;0;20;-2.58218261733345E-06;-0.00425884434518702;-2.62535865002617E-06;-0.0042016726261936;0.830589287937047;0.831114643485011;0.007367716
2014-01-22;20;20;0;0.00297357785052772;-2.58218261733345E-06;0.00379009086110857;-2.62535865002617E-06;0.823615661838803;0.824045961806068;0.002769538
2014-01-23;20;20;0;0.00400745259075874;0.00297357785052772;0.00464197876431411;0.00379009086110857;0.820864527337723;0.82128734281124;-0.003850833
2014-01-24;20;20;0;-0.00267281770686923;0.00400745259075874;-0.00203424065946304;0.00464197876431411;0.821583967758568;0.822179201698632;-0.019999334
