Date;ADIDAS (XET) - TOT RETURN IND;AIRBUS (XET) - TOT RETURN IND;ALLIANZ (XET) - TOT RETURN IND;BASF (XET) - TOT RETURN IND;BAYER (XET) - TOT RETURN IND;BEIERSDORF (XET) - TOT RETURN IND;BMW (XET) - TOT RETURN IND;BRENNTAG (XET) - TOT RETURN IND;COMMERZBANK (XET) - TOT RETURN IND;CONTINENTAL (XET) - TOT RETURN IND;DAIMLER TRUCK (XET) HOLDING E - TOT RETURN IND;DEUTSCHE BANK (XET) - TOT RETURN IND;DEUTSCHE BOERSE (XET) - TOT RETURN IND;DEUTSCHE POST (XET) - TOT RETURN IND;DEUTSCHE TELEKOM (XET) - TOT RETURN IND;DR ING HC F PORSCHE(XET) PREF. - TOT RETURN IND;E ON N (XET) - TOT RETURN IND;FRESENIUS (XET) - TOT RETURN IND;FRESENIUS MED.CARE (XET) - TOT RETURN IND;HANNOVER RUECK (XET) - TOT RETURN IND;HEIDELBERG (XET) MATERIALS - TOT RETURN IND;HENKEL PREF. (XET) - TOT RETURN IND;INFINEON TECHS. (XET) - TOT RETURN IND;MERCEDES-BENZ GROUP(XET) N - TOT RETURN IND;MERCK KGAA (XET) - TOT RETURN IND;MTU AERO ENGINES (XET) HLDG. - TOT RETURN IND;MUNCH. (XET) RVRS.GESELL.MUNCH.N - TOT RETURN IND;PORSCHE AML.HLDG. (XET) PREF. - TOT RETURN IND;QIAGEN (XET) - TOT RETURN IND;RHEINMETALL (XET) - TOT RETURN IND;RWE (XET) - TOT RETURN IND;SAP (XET) - TOT RETURN IND;SARTORIUS PREF. (XET) - TOT RETURN IND;SIEMENS (XET) - TOT RETURN IND;SIEMENS ENERGY N (XET) - TOT RETURN IND;SIEMENS (XET) HEALTHINEERS - TOT RETURN IND;SYMRISE (XET) - TOT RETURN IND;VOLKSWAGEN PREF. (XET) - TOT RETURN IND;VONOVIA (XET) - TOT RETURN IND;ZALANDO (XET) - TOT RETURN IND
20090115;0.00549199084668195;0.0104313173933428;-0.0487522375486995;-0.0365777169574637;-0.0188547360874632;-0.00249036927506907;-0.0236450218833439;NA;-0.107707509881423;-0.203581207888503;NA;-0.0599380921114342;-0.0536471041479389;0.00899629564297055;-0.018050173363247;NA;-0.0282219390101299;-0.0380261986519139;0.0121867217718434;0.02623475304939;0.0169330890250836;-0.00949916584385946;-0.062015503875969;-0.0429945313973223;-0.0052808281457648;0.0167278661770707;-0.0500255812631458;-0.058380468452411;0.043653213022802;0.0626785277075002;-0.00764035208632807;0.00172207017435966;0;0.0220110055027514;NA;NA;0.0284560308426658;0.00812139346014118;NA;NA
20090116;0.0192181257270014;0.00162394153810475;0.0297764002656631;0.0250199745509425;0.0100834809930039;-0.0121708601521359;-0.00231181279954884;NA;-0.0784053156146179;-0.0657884570810476;NA;-0.0356216324087008;-0.00318892696000272;-0.0167832167832168;-0.0055042060442414;NA;-0.00436704838905944;-0.00502379693283972;-0.00722399623095848;-0.0192899731109466;0.0945013979496738;0.00574040973463474;-0.15702479338843;0.00689655172413794;-0.0336110818127483;-0.0174558587479937;0.0492489976662078;-0.0207379251389144;0.0155391985044981;0.0553336917287457;-0.00303601547772592;0.0339831158864159;0;-0.000941300500771902;NA;NA;-0.0426633345233846;-0.02187831248675;NA;NA
20090119;-0.0418796209001141;0.0149392009264622;-0.0295603568741266;-0.0454552015820546;-0.00790306537661634;0.0113138253761405;-0.0242737651181191;NA;-0.0206681086277337;-0.0819584005292975;NA;-0.105949301603725;-0.00476465983732077;0.00640113798008524;0.0245405179615705;NA;-0.000801195002715915;0.0298299229338292;0.0330081729501712;-0.0183581022013828;-0.0447320617620345;-0.00283673399637718;0.156862745098039;-0.0272015655577299;0.0380543529668569;-0.013579742699612;-0.0312535645032508;-0.0119798283696678;0.00759318913943852;-0.0480660772113669;0.0144699653676206;-0.0116976426577994;-0.0136994088221919;0.013190623351172;NA;NA;-0.00559388402013805;-0.0149117863799905;NA;NA
20090120;0;0.0233911455956184;-0.0581524147097917;0.00750060488749105;-0.0126326151153889;0.0079853179484175;-0.0285846679602653;NA;-0.0642944785276073;0.0125219584703391;NA;-0.0513829417891447;-0.0685976131039907;-0.0512367491166077;0.0166140046886147;NA;-0.00240551229257546;0.00206438294303601;-0.014343320912664;0.0382933937823835;-0.0471832659852627;-0.0138469975322182;-0.110169491525424;-0.0207201770267552;-0.0213437072863;0.0317772487320154;-0.0277287177675734;-0.0188384531641974;0.0408769125371089;-0.00825624952220783;0.00347269909160475;-0.0248137466955058;0.00380381534205521;-0.0189703913108167;NA;NA;-0.063753984624039;0.0108250825082508;NA;NA
20090121;0.0268268682997566;0.00602073809789272;0.00388098318240626;0.00700948607108542;0.00402473922274549;0.0106143952893778;0.0132371355315724;NA;-0.0154733805402572;0.0593442768806443;NA;0.0391606685372698;-0.0188713881851892;0.012290502793296;-0.00812111489873657;NA;-0.0100130783063592;-0.0272323440417177;-0.000621439668565538;-0.0574269005847953;0.0386678308594237;0.0208188516613372;0.0285714285714287;-0.00390304026294164;0.00913192952299102;0.0242776886035312;-0.031486527399334;-0.0357470210815766;-0.0239688459850812;0.0398134587219612;-0.00924803503695293;0.0289261290123837;-0.00505253487971524;0.0351861681959504;NA;NA;-0.0420588824354096;0.00909842845326714;NA;NA
20090122;0.0234528673021637;-0.0361298902803946;0.0415885660731021;-0.0100013414615968;-0.00588419175109878;-0.0212741490340386;-0.0255693520861531;NA;0.0191795418220564;-0.016083651786839;NA;0.00258276590748996;-0.0162781124873705;-0.0165562913907285;-0.0189022541190741;NA;-0.0218662703491174;-0.0038385175380542;-0.00088092030262199;-0.0769326219133889;0.00942716464513049;-0.00997582649552287;-0.0462962962962963;-0.0560940400082491;-0.0121366975407219;-0.00705190989226245;-0.00800250078149423;-0.0384397305049696;0.0103961787018827;-0.0311723933429705;-0.0104986876640419;0.0121852639142541;-0.00380864446880946;-0.0229653505237711;NA;NA;-0.00125444281831477;-0.0593615185504747;NA;NA
20090123;-0.00956041789867923;-0.0233413820857767;-0.0348667191542008;-0.0403944595001506;0.0206425836524056;-0.0384600321153018;-0.0377147688498355;NA;0.0222164140094094;-0.0366623986342296;NA;-0.0461358313817332;-0.00429853925745582;-0.0250654695099141;0.00741809190191622;NA;0.0339476646032639;-0.00179378155726817;0.0172708884393962;0.0038535645472062;-0.06555231693534;-0.0363848957975101;-0.0485436893203884;-0.0249071444177409;0.0859287997988289;-0.0400473466166897;-0.0286128442679775;0.0204651485457603;-0.00806451612903236;0.0303389700818733;0.00927384774934681;-0.0409074775201136;-0.0446040665006082;-0.0398125585754452;NA;NA;-0.0324471425580909;-0.0414144193725922;NA;NA
20090126;0.0609015822469898;0.0560395573345891;0.0753991376296468;0.0251659161868303;0.00094238750249187;0.0231151480591423;0.0340780720471947;NA;0.0554845308105345;-0.16264232865181;NA;0.0714461085195188;0.0418720152817573;0.0669608595548734;-0.00153405604418089;NA;0.0444259997550789;0.0622296173044925;0.0187621086978689;0.0292817926170603;0.0537908205487299;-0.00399714489650249;-0.0714285714285714;0.0226305175890655;0.00344040490919295;0.0417180435676121;0.0598196327775256;0.0144631961794048;-0.0067283431455003;0.0472689465671532;0.02270481761056;0.00983808789514273;-0.00666949614988177;0.0441182212157889;NA;NA;-0.00389441800086543;0.0105736567628343;NA;NA
20090127;-0.000750398649282391;-0.0143812709030101;-0.0199393151278717;-0.0111568540426378;-0.0271948724448227;0.00889782431275754;0.020058263033319;NA;-0.0208333333333334;-0.0293650793650794;NA;0.00446837763519703;-0.0313886546147922;0.0118683689983816;-0.0151592748130697;NA;-0.00383021965137187;0.0275689223057645;-0.00745671103993584;-0.0377726701071166;-0.00404736015464535;-0.00247240934499071;0.0659340659340659;0.0306748466257669;-0.0232420136485016;0.00759518642730339;-0.00844811753902663;0.00551181102362208;0.0187411797911374;0.011062260672245;0.00212539851222115;0.00189347666748119;0.00671427699444549;0.0282316867965449;NA;NA;-0.0260642919200694;0.0212574566802386;NA;NA
20090128;0.0432272599267813;0.0723900011310938;0.0953118089341001;0.0315885594007306;0.0269872880567292;-0.00353168652829283;0.0218057414844566;NA;0.181840672934191;0.0266557645134915;NA;0.219687464354968;0.0582244936589058;0.0737515550026657;0.00540821632865307;NA;0.00192247332077855;0.00164634146341469;0.00257147178944184;0.154588065621057;0.0898890034572692;0.00700456194547217;0.0927835051546393;0.0656887755102042;-0.0108005940326718;0.119040626529613;0.0662468358337964;0.0681284259984338;-0.0103064221200199;0.0694697713564314;0.0153089752241398;0.0528561848442357;0.0213423876796215;0.0710597134337041;NA;NA;0.0347903657448705;0.0922534884799036;NA;NA
20090129;-0.0372519908219733;-0.0523151566290476;-0.0188774480113063;0.0336819047904822;-0.00721288896138028;-0.0118602118602119;-0.035839059042739;NA;-0.0316097969436886;-0.055431666135712;NA;-0.0636865238941363;-0.0212857296175724;-0.0385633896060906;-0.037136650460329;NA;-0.0214982182715276;-0.0161319778413588;0.00291691812512562;0.0213912093059567;-0.0159163002949524;-0.00199757437397452;-0.0283018867924528;-0.0394973070017954;-0.0140234748191619;-0.0454028518939725;-0.0236826867400114;-0.0383103512822114;-0.0029673590504451;-0.0192805849755715;-0.0163694715053457;0.00668789808917203;-0.0535470466013653;-0.0207116664403095;NA;NA;-0.0362068965517242;0.0122235898306524;NA;NA
20090130;-0.0184588064862845;0.0469671675013912;-0.0375553040436258;-0.0385061975674185;-0.0250634344024386;-0.0186550715344849;0.0169399402119756;NA;0.00864677907479461;0.0319280494659921;NA;-0.00189772273272071;-0.0349440748592733;0.00516440006885865;-0.0247099269445638;NA;-0.00943119363961364;0.0703502041826507;0.00892588506669334;-0.0131468317664144;-0.0401515579935533;0.00496818929158649;-0.0194174757281553;-0.0245067497403946;-0.00809772640758566;0.0296920821114368;-0.03712709803689;0.0238191786154547;-0.000730008984726083;-0.00123708582700843;-0.00718188312064405;0.00235828707831232;0.00551966380229563;-0.031065806809514;NA;NA;-0.0239266547406083;-0.00205459348400361;NA;NA
20090202;0.00333269853361262;0.00361432975443821;-0.0363480863801583;-0.0202430372103556;0.0139304973037746;-0.00365492598264427;-0.0537442841023813;NA;-0.0576510930132875;-0.0374223771652685;NA;-0.065445812068448;-0.0379895462464964;-0.0470971056687789;0.00473672615113463;NA;-0.0257484142909086;-0.0283253367246662;-0.0028827037773359;-0.00499574006660997;-0.0332881635538795;-0.0133726926770281;-0.0495049504950495;-0.0291675537577176;0.00348881833722925;-0.0155749377002492;-0.0149676624576532;-0.0230511482006639;-0.0223658330991852;-0.0056239957150509;-0.0126397666504618;-0.0106160158379479;-0.00548936435655911;-0.0159235668789809;NA;NA;0.0190148911798396;-0.0647478991596638;NA;NA
20090203;0.00882604156780853;-0.0165236733396886;0.0166407810073219;0.0139282632811539;0.016601418230167;0.00313550291007458;0.0292456382578135;NA;0.0147828064589492;0.0426121894629619;NA;0.065103330120998;-0.0210244497814874;0.0300143781452193;0.054160727990352;NA;0.0386343216531895;0.0374204295317984;0.0155019439736814;0.100416455844004;0.0235251097025839;0.0145632817850834;0;0.0111842105263158;0.0189479539686401;-0.0115721905795136;0.0522136068034018;-0.00425683729151638;-0.0297177674311663;0.0109412873687045;0.0282816346627277;0.0181538729228896;0.0344978987643481;0.0101450856332497;NA;NA;-0.0105665467625899;-0.00885035266633716;NA;NA
20090204;0.0334901222953905;0.0154011847065159;0.0289175032736797;0.0766472161439338;-0.00933679678843247;-0.039081492982492;0.0686890243902438;NA;0.00605109816225924;0.00716456795484155;NA;0.0308635769578769;0.0518801528252564;0.0329785377770022;0.0219448777951119;NA;0.0180063880755923;-0.0389379515999541;-0.0135473420703872;0.0163406783857392;0.0200071454090747;0.0089181026825369;0.0416666666666667;0.0674474083712859;0.008393612665484;0.0515869386261776;-0.0289415819813396;-0.00237773398693863;0.0321682464454975;0.0795564287855073;0.0113194537549557;0.0162351533794756;-0.00400169768992908;0.0496400287976961;NA;NA;0.0106793910474892;0.0256096455443751;NA;NA
20090205;0.00350446022210082;-0.0121977089520577;0.00880263018347649;-0.00863772370575289;0.00542750793039604;-0.0360574878816227;0.0116395173023709;NA;-0.00445533526397868;-0.0405798663505066;NA;-0.0419348546908525;0.0222137258650354;0.00337837837837829;-0.0161815591288419;NA;0.00615742616971482;0.0107404976430574;0.0145792904413595;0.0100922220288846;-0.0150029188558086;-0.00686716438935053;00.05;-0.0156440471353108;0.015970765378629;-0.0236583456553884;0.0481028151774785;-0.0383711249326607;0.0144636400160707;-0.0270528718613116;0.00401499943183969;0.0259536421984921;0;0.0168044171610824;NA;NA;0.0499100719424461;-0.014937906041455;NA;NA
20090206;0.0210893918091521;0.0255556748630947;0.0148233809924305;0.0834282460136675;0.0301825543012419;0.000551389501543875;0.115845576830885;NA;0.049899306332513;0.0742009773633658;NA;0.0572068403908794;0.044771095152603;0.0488215488215489;-0.000931002379228385;NA;-0.00572995166571377;0.00212527303855015;-0.023982344286415;0;0.0308184673739111;0.000496436296585134;0.133333333333333;0.0852425180598555;-0.0149870112569107;0.0196881959910913;0.0044376970687845;0.010907115513568;-0.0322489391796322;0.0517738816144067;0.00605500433847661;0.00887856850157087;-0.00937480976441241;0.0617221491449964;NA;NA;0.0203426124197001;0.047153304320517;NA;NA
20090209;0.00377542862219071;0.0256517642131713;0.052626126592769;0.00727989487516423;-0.00476207336071366;0.0247547668907748;0.0477899365665042;NA;0.0852514919011083;0.0683957331102278;NA;0.0618139803581745;-0.0196541724841586;0.0287319422150885;-0.0327189894388071;NA;-0.0380669863962468;0.00742268041237115;-0.0282900356765992;-0.0248062015503876;-0.00321968608060719;0.00985291511607311;0.0336134453781514;0.0454545454545454;-0.00598458209358932;-0.0174733531364669;0.00110452272991513;0.103209121899612;0.024028061970184;-0.0119370591427023;-0.0172682103684261;0.0044137557541295;-0.0135193264917347;-0.0135328314114173;NA;NA;-0.00629590766002097;0.0281491002570693;NA;NA
20090210;-0.0171246515332537;-0.0776847692935893;-0.0625922645408916;-0.0483079813186527;-0.0136964371475836;-0.0233178454654964;-0.0261939218523879;NA;-0.0257266300078555;0.010326938136257;NA;-0.0286543344214726;-0.0497735904177622;-0.050709939148073;-0.0200171269535432;NA;-0.0251732101616627;0.0102333196889071;-0.00651566863170949;-0.035329447094153;-0.0283786122166466;-0.0312708384515495;-0.0731707317073171;-0.0678551937420411;0.0115990339807475;0.00862528899164161;-0.0415190755472969;-0.0400030443717179;0.0317994976021923;-0.0373726279821832;-0.0124203457091616;-0.0258269754401099;0.020556905251355;-0.0480790905870607;NA;NA;-0.00380147835269273;-0.0683418760678418;NA;NA
20090211;-0.0118404466054385;0.0172661870503596;-0.00608923884514434;-0.00239887047470222;0.0161950621291638;0.0224649810589375;0.013449249517016;NA;-0.0264059665390043;0.0351693067868042;NA;0.00112023898431657;-0.0149110333961031;0.00345167652859946;0.0120152921900603;NA;-0.00574160012263614;-0.0033572586246815;0.0433583177180927;0.015748031496063;-0.00403680617393876;0.0121005724222885;-0.0350877192982455;0.0300546448087431;-0.0033288500336246;-0.0424931675923478;-0.0121773900399854;0.0192176574119587;0.0198085541968682;-0.00266218743067215;-0.00276259103993193;0.00434481804344822;-0.101995971433803;0.0219215155615695;NA;NA;0.0178079287682849;0;NA;NA
20090212;-0.0370404118638662;-0.00141442715700135;-0.0291539030315835;-0.0364543256018467;-0.0179956341952544;-0.023349991383767;0.0039836742674193;NA;-0.0434782608695651;-0.0586831391267724;NA;0.00745990302126076;-0.00885577185659103;-0.000491400491400396;-0.00572045331894222;NA;-0.0346485387903848;-0.0167266813799511;0.000299326515340592;-0.0275103659635839;-0.0543005304881684;-0.00347222222222232;-0.0454545454545455;-0.0377036756347101;-0.0110994905704936;-0.0197955989319585;-0.0133088009812942;-0.0202165559513994;0.0100916933427377;-0.00838920842734114;-0.0432196822936848;-0.0189849002534995;-0.00598151169113648;-0.0300913665254237;NA;NA;0.0299937513018123;-0.0225432750369011;NA;NA
20090213;-0.00662376987130964;0.00599259097842664;-0.00707213578500698;0.0220327139454957;0.00139157464803996;-0.0061976179973533;0.0446932814021421;NA;-0.0852813852813854;0.0616952522992791;NA;0.0180488707885966;0.00291269778792413;0.0047525401507702;0.00412505427702992;NA;-0.0213581519608556;0.00189013585351439;-0.00229414991770971;0.004004152454397;0.0165763267364174;0.0084773159955458;0;0.0145697972041741;-0.0264055676855895;0.0380424572609432;0.017901541521631;-0.0326852388475614;-0.0384594725251114;0.0231052715910911;-0.024965073194436;0.00440974075218392;-0.0105306345733043;0.00348134748626228;NA;NA;0.00242669362992909;0.0399029881480804;NA;NA
20090216;-0.0202419508477806;0.00736488681901881;-0.0178610563225949;-0.00732544510799804;0.00579317812669178;-0.0013981668479105;-0.0147497436853389;NA;-0.0714623757690487;-0.0939782730848473;NA;-0.064733157559778;0.00576923076923075;-0.0311531560919915;0.00518918918918931;NA;-0.0209489332660752;0.0301851196792831;0.00259935016245927;0.0285819793205317;0.0485460970921943;-0.00694568121104178;-0.0380952380952382;-0.0240636522414128;-0.00378442778050314;-0.0195457424667452;-0.00280898876404478;-0.0297106088212603;0.00296072845092454;-0.00905218317358891;-0.0221156242212808;0.000699105145413936;0.00304077401520386;-0.0119043569946601;NA;NA;-0.0169457333064355;0.0202860286028603;NA;NA
20090217;-0.011666909727286;-0.0358026018707666;-0.0671650117148276;-0.0479456868560504;-0.0310957994652885;-0.00795626277891359;-0.0616323345079582;NA;-0.056829765545362;-0.0614502041449171;NA;-0.0584232526489745;-0.0211495688141413;-0.04006734006734;-0.0354915035491503;NA;-0.0151538111835127;-0.0221471901110221;-0.0109188811886124;-0.0262439865010411;-0.116426206244087;-0.0269727403156386;-0.0297029702970297;-0.0379797176377012;-0.041224059092508;0.013290263036456;-0.0325780771586039;-0.0565546175838677;0.019939846273811;-0.0303442172140216;-0.00501157333673108;-0.0124074332821015;0.0151577786964312;-0.0277787339506385;NA;NA;-0.032013133593269;-0.0145777624428536;NA;NA
20090218;-0.0156411391471153;-0.0136039250669047;-0.0267910537017103;-0.00128447410382093;0.0104633504944627;0.000291231686007531;-0.0157269954885703;NA;0.0675493109970278;-0.0392621145374449;NA;0.00526533140615326;0.0258720350807256;-0.0273588214661523;0.0304415700267617;NA;-0.00678565933220487;0.00474044595306378;-0.00952717007762871;-0.0221951848984259;-0.0216823930937563;-0.0189840754939545;-0.0102040816326531;-0.034311699049194;0.0185633575464084;-0.0373440204025869;0.00405114571464749;-0.0222529048916941;0.00507863695937094;0.0258173876193892;-0.00776864795646137;-0.00639483885572012;-0.0268766119180128;0.00516923948449222;NA;NA;0.0152639389442442;0.0392594537815125;NA;NA
20090219;-0.013141458052266;0.0108523626497854;0.00172053582401377;-0.0116490501884839;-0.000238256694096717;-0.000851044769434095;0.0194607328502292;NA;0.0298658567451278;0.00303777153665385;NA;0.00616206223682858;0.0129789383694725;-0.00108186080057704;-0.00887349853911912;NA;0.0273435684518737;0.0206780055917986;-0.00412234719324145;0.0336337242185438;0.0218209179834461;-0.00680118738962165;-0.0721649484536082;0.00321061643835607;-0.0204221293761704;0.00775853912385283;0.022821838355819;-0.0235663066003998;-0.0108122792719371;0.00114398296736473;0.0299842980361791;-0.0377616403246476;0;-0.00243043325114478;NA;NA;-0.0210899979118814;-0.00648557591071797;NA;NA
