observation_date;TEDRATE;Ted_lag;Ted_diff;R_BAB;BAB_lagged;R_BAB_SD;BAB_SD_lagged;MarketReturn;BS;BS_SD
21.08.2007;198;242;-44;-0.00149249744397003;-0.00499961250508086;-0.0134688046526167;-0.00237703808471946;0.328;0.425207053936497;0.734284084648929
22.08.2007;192;198;-6;-0.00349778944898554;-0.00149249744397003;0.00375611114219894;-0.0134688046526167;2.378;0.424794572977577;0.738650901808759
23.08.2007;172;192;-20;0.00253212464069528;-0.00349778944898554;0.00248704051094268;0.00375611114219894;0.018;0.425238467029229;0.73389233498821
24.08.2007;138;172;-34;-0.00138901770645245;0.00253212464069528;-0.00110333090525619;0.00248704051094268;0.168;0.425776525480846;0.73103325538722
27.08.2007;0;138;-138;0.00315983051087622;-0.00138901770645245;0.00506651525175329;-0.00110333090525619;1.218;0.426128117166355;0.73206965583385
28.08.2007;123;0;123;0.00421202190782573;0.00315983051087622;0.00231581881974102;0.00506651525175329;-0.212;0.425997865602018;0.736000765627187
29.08.2007;166;123;43;-0.00447046889893967;0.00421202190782573;0.00306375885614239;0.00231581881974102;1.228;0.427371818262071;0.737168887224264
30.08.2007;184;166;18;-0.00212965396160832;-0.00447046889893967;-0.00493813043093343;0.00306375885614239;-0.832;0.42939303750811;0.743309353565483
31.08.2007;171;184;-13;-0.00691477843115352;-0.00212965396160832;-0.000853792671193021;-0.00493813043093343;-2.312;0.429283928331924;0.741172817632182
04.09.2007;135;171;-36;-0.000964084593871954;-0.00691477843115352;0.000558697610212381;-0.000853792671193021;2.148;0.430317426843984;0.74017161541787
05.09.2007;148;135;13;0.00183548894967107;-0.000964084593871954;0.00151946078695456;0.000558697610212381;-0.412;0.425737086083249;0.740953953213416
06.09.2007;154;148;6;0.00344801763932057;0.00183548894967107;0.00224106844389072;0.00151946078695456;1.138;0.424603556519785;0.741947561409312
07.09.2007;176;154;22;0.00576438665595852;0.00344801763932057;0.000549010180183974;0.00224106844389072;1.047;0.423846753755108;0.743111646662227
10.09.2007;184;176;8;0.00619133149173545;0.00576438665595852;-0.0032168811932007;0.000549010180183974;-1.033;0.427315697201882;0.74302713549261
11.09.2007;170;184;-14;0.00350874859589233;0.00619133149173545;0.00113892807105472;-0.0032168811932007;0.437;0.426560334503686;0.74899526035105
12.09.2007;177;170;7;0.00512707407072319;0.00350874859589233;-0.00314349215128666;0.00113892807105472;-1.683;0.425035720178139;0.75679508141461
13.09.2007;172;177;-5;-0.00624902534124611;0.00512707407072319;-0.00364431286516285;-0.00314349215128666;-0.253;0.423761214890171;0.756908092595641
14.09.2007;175;172;3;-0.00167487288812964;-0.00624902534124611;0.00200125997750579;-0.00364431286516285;1.367;0.42434073010756;0.758719753556512
17.09.2007;155;175;-20;-0.00329426381139026;-0.00167487288812964;-0.000185611271692796;0.00200125997750579;-0.013;0.423685318613453;0.690042354226837
